03sgOOSL,2021.06.25,17:11:13,600+0,Time forfeit,0-1,jacobaharris,1501,-4,StepanB12,1660,+6
N78QSvn1,2021.06.25,17:31:37,600+0,Normal,0-1,jacobaharris,1497,-4,jaureguinoi,1581,+5
Iu4y6QL1,2021.06.25,17:35:08,600+0,Normal,1-0,ParthBagul,1593,+5,jacobaharris,1493,-4
KHcYGd3a,2021.06.25,17:45:25,600+0,Time forfeit,1-0,jacobaharris,1489,+8,Posek1,1604,-9
hF6yzeWe,2021.06.26,02:21:18,600+0,Normal,1-0,jacobaharris,1497,+5,Rgrquintino,1461,-5
STdPa3kP,2021.06.26,02:26:38,600+0,Time forfeit,1-0,ildosher,1562,+5,jacobaharris,1502,-4
dHrnGrGH,2021.06.26,02:41:47,600+0,Time forfeit,1-0,jacobaharris,1498,+5,Year_Of_The_Pig,1482,-26
nmlONRtH,2021.06.26,02:51:54,600+0,Normal,1-0,Mendieta_Chess,1487,+14,jacobaharris,1503,-6
63j0l4H3,2021.06.26,03:07:48,600+0,Normal,1-0,jacobaharris,1497,+7,Clbwvr,1514,-6
95KtkpYz,2021.06.26,03:20:00,600+0,Time forfeit,1-0,Fabulouslaval,1514,+7,jacobaharris,1504,-6
6g0CQnzv,2021.06.26,03:38:44,600+0,Normal,1-0,jacobaharris,1498,+7,stalenils,1508,-6
Um5gMs5N,2021.06.26,03:52:44,600+0,Normal,1-0,thekiller998,1509,+6,jacobaharris,1505,-6
cKMnRYye,2021.06.28,01:01:32,600+0,Normal,0-1,Andrewwangmtl,1400,-4,jacobaharris,1499,+5
jfRBsXKB,2021.06.28,01:13:41,600+0,Normal,1-0,Eichmannn,1676,+4,jacobaharris,1504,-3
qaMtrbBF,2021.06.28,01:25:57,600+0,Normal,0-1,jacobaharris,1501,-4,guido_chess,1635,+4
lRgKGoEN,2021.06.28,01:32:43,600+0,Normal,1-0,LeoMburucuya,1541,+6,jacobaharris,1497,-5
XqtLQ3Wi,2021.06.28,01:38:47,600+0,Normal,0-1,jacobaharris,1492,-5,Booster1968,1522,+6
b90OaQ16,2021.06.28,01:47:12,600+0,Normal,1-0,jacobaharris,1487,+9,IRON-CHESS,1657,-9
JqOMTnGs,2021.06.28,02:08:09,600+0,Normal,1-0,mackattack22,1486,+7,jacobaharris,1496,-6
HEIWWaQr,2021.06.28,02:19:29,600+0,Normal,1-0,jacobaharris,1490,+1,Vandanpatel,1011,-4
oX9NLsDr,2021.06.28,02:23:12,600+0,Normal,0-1,Cirimico,1572,-18,jacobaharris,1491,+7
qiYjCMbw,2021.06.28,02:27:05,600+0,Normal,0-1,jacobaharris,1498,-3,jonyagerald5,1721,+6
y8aYmzVf,2021.06.28,02:36:04,600+0,Normal,1-0,Sven1979,1509,+6,jacobaharris,1495,-5
swFfVXf2,2021.06.28,02:47:33,600+0,Normal,0-1,Jaime001,1500,-6,jacobaharris,1490,+6
w5JvfS2G,2021.07.03,20:03:25,600+0,Normal,0-1,Noobmasterbeet,1582,-7,jacobaharris,1496,+9
Xm9TSESu,2021.07.03,20:11:36,600+0,Normal,0-1,jacobaharris,1505,-1,Dkgwby,2011,+0
fQHQMUK5,2021.07.03,20:25:18,600+0,Normal,1/2-1/2,Eeasyy,1700,-4,jacobaharris,1504,+4
7CCxqe4E,2021.07.03,20:42:51,600+0,Normal,1-0,jacobaharris,1508,+8,rahulrj343,1600,-13
6yN5DyjG,2021.07.03,20:47:29,600+0,Normal,0-1,jacobaharris,1516,-2,ITOSANTOSH,1798,+2
o13fN9Zk,2021.07.03,20:56:42,600+0,Normal,1-0,anthonyken,1650,+5,jacobaharris,1514,-4
R5knMvRW,2021.07.03,21:12:38,600+0,Normal,1-0,alialpersen,1605,+4,jacobaharris,1510,-4
3I2pov4v,2021.07.03,21:24:36,600+0,Normal,1-0,jacobaharris,1506,+11,dazcat,1842,-10
bLyxs3Io,2021.07.04,12:08:17,600+0,Normal,0-1,Ilyosbek,1530,-6,jacobaharris,1517,+7
h1cNGCJN,2021.07.04,12:14:23,600+0,Normal,0-1,jacobaharris,1524,-6,maheshkumar-s,1542,+6
0gKxnU4h,2021.07.04,12:31:58,600+0,Normal,0-1,jacobaharris,1518,-5,mohamedmeguidragab,1517,+7
X0KWlrS3,2021.07.04,12:49:40,600+0,Normal,1/2-1/2,poyfintsuchango,1541,+0,jacobaharris,1513,+0
MgtoIAlH,2021.07.04,13:05:06,600+0,Time forfeit,0-1,thorsten1,1552,-6,jacobaharris,1513,+7
qI2i3OBz,2021.07.04,13:39:39,600+0,Normal,0-1,guccigang17,1467,-5,jacobaharris,1520,+5
0CbOBZZT,2021.07.04,14:18:41,600+0,Normal,1-0,jacobaharris,1525,+6,Nadzief,1657,-223
HxaEoJqC,2021.07.04,14:59:31,600+0,Normal,0-1,jacobaharris,1531,-5,visak13,1565,+5
GzwwM1zR,2021.07.04,15:10:30,600+0,Normal,0-1,jacobaharris,1526,-5,marioserano,1585,+5
YkxRaxw9,2021.07.04,15:26:32,600+0,Normal,0-1,AleBarc,1520,-6,jacobaharris,1521,+6
4MzwHbvp,2021.07.14,02:57:10,600+0,Normal,1-0,jacobaharris,1527,+7,okiedokie83,1502,-5
0KSwiigs,2021.07.14,03:01:44,600+0,Normal,0-1,shaheenp,1613,-6,jacobaharris,1534,+9
zr2WcdxE,2021.07.14,03:15:22,600+0,Normal,1-0,stea1thh,1585,+5,jacobaharris,1543,-6
BjkR7F2s,2021.07.14,03:26:38,600+0,Normal,1-0,jacobaharris,1537,+7,Alfabeta1,1537,-7
0ZgBF65k,2021.07.14,03:29:58,600+0,Time forfeit,0-1,jacobaharris,1544,-5,Welp248,1595,+7
mVlpqHyq,2021.07.14,03:46:38,600+0,Normal,0-1,Bojanglinho,1555,-18,jacobaharris,1539,+7
0DAYSek2,2021.07.14,04:10:53,600+0,Normal,1-0,Badfish77,1603,+5,jacobaharris,1546,-5
RnlZIf5r,2021.07.14,04:22:57,600+0,Normal,0-1,aadh23,1576,-7,jacobaharris,1541,+7
LEQgCXBN,2021.07.14,04:38:40,600+0,Normal,0-1,jacobaharris,1548,-6,SureEXist,1537,+6
UVFMQYyP,2021.07.14,04:47:30,600+0,Normal,1-0,jacobaharris,1542,+6,Phichai2709,1562,-15
T3h2mKE4,2021.07.14,04:59:10,600+0,Time forfeit,1-0,paddychetan,1536,+6,jacobaharris,1548,-6
2yTFGnaT,2021.07.14,05:19:26,600+0,Normal,0-1,jacobaharris,1542,-6,TWood745,1522,+6
JhOZCYWt,2021.07.14,05:30:46,600+0,Normal,0-1,nawar98,1540,-6,jacobaharris,1536,+6
pY7Z9Fdp,2021.07.25,00:35:23,600+0,Time forfeit,0-1,aksu7,1547,-6,jacobaharris,1546,+8
RVUhPwMw,2021.07.25,00:45:36,600+0,Normal,1-0,FD3SSpiritR,1601,+5,jacobaharris,1554,-6
z1EGyzK5,2021.07.25,01:00:25,600+0,Time forfeit,0-1,jacobaharris,1548,-8,Lacapuyol5,1510,+7
DBLsxIqH,2021.07.25,01:21:07,600+0,Normal,1-0,jacobaharris,1540,+4,Leopanzo,1378,-4
QwEhi34x,2021.07.25,01:25:38,600+0,Normal,1/2-1/2,Winsthon_arsenio,1787,-4,jacobaharris,1544,+5
5gLG1o5r,2021.07.25,01:41:18,600+0,Normal,0-1,jacobaharris,1549,-1,yakasulu,1940,+1
GMMC33Tl,2021.07.25,01:54:24,600+0,Time forfeit,1/2-1/2,jacobaharris,1548,+1,SonGod33,1597,-1
uWt33blc,2021.07.27,20:45:18,600+0,Normal,1-0,Catelife99,1603,+5,jacobaharris,1549,-6
ntWSnO0O,2021.07.27,20:53:10,600+0,Normal,1-0,jacobaharris,1543,+8,SeveN1717,1574,-6
9SHrGuoJ,2021.07.27,20:54:23,600+0,Normal,0-1,Moneim55,1678,-8,jacobaharris,1551,+9
D1arSH0W,2021.07.27,22:35:48,600+0,Normal,0-1,Felix13365,1527,-9,jacobaharris,1560,+6
3CMcSLqH,2021.07.27,22:41:45,600+0,Time forfeit,0-1,jacobaharris,1566,-7,Abdelrhman_nehad,1489,+9
bpbdX9o1,2021.07.28,00:29:48,600+0,Normal,0-1,jacobaharris,1559,-7,Pyrlae,1552,+6
aYw0pY8J,2021.07.28,00:44:09,600+0,Normal,1-0,jacobaharris,1552,+7,Joao-Marcondes,1575,-6
qM7yfOuq,2021.07.28,02:59:07,600+0,Normal,0-1,VGiovannini,1539,-6,jacobaharris,1559,+6
rGz9wa4v,2021.07.28,03:08:33,600+0,Normal,0-1,jacobaharris,1565,-6,cookiemonster13,1568,+6
XuQ6Mk5N,2021.07.28,03:24:23,600+0,Normal,0-1,nnnnello,1590,-6,jacobaharris,1559,+7
zHaifYl0,2021.07.28,15:58:09,600+0,Normal,1-0,jacobaharris,1566,+7,rodatsag,1642,-79
F5MYjPxm,2021.07.28,16:05:15,600+0,Normal,0-1,NCC_Spike,1577,-6,jacobaharris,1573,+6
FC9QMhbi,2021.07.28,16:16:34,600+0,Normal,1-0,jacobaharris,1579,+7,Hara075,1622,-6
CVHPMxwJ,2021.07.28,16:30:17,600+0,Time forfeit,0-1,bozquurt,1621,-7,jacobaharris,1586,+7
hC3mtTKk,2021.07.28,16:36:23,600+0,Time forfeit,1-0,jacobaharris,1593,+6,MaximAb1980,1623,-6
Xnoart9P,2021.08.02,04:34:10,600+0,Normal,1-0,jacobaharris,1599,+5,Sauseboss,1528,-90
pJFoqnJy,2021.08.02,04:44:54,600+0,Normal,1-0,paul20iv,1523,+7,jacobaharris,1604,-8
ond3cNFr,2021.08.02,04:59:30,600+0,Normal,1-0,SamChessNsw,1570,+7,jacobaharris,1596,-6
98rm83Rv,2021.08.02,05:15:58,600+0,Time forfeit,0-1,HESHAMAWIS2021,1638,-6,jacobaharris,1590,+7
Iy4zKt9P,2021.08.02,05:35:34,600+0,Time forfeit,0-1,jacobaharris,1597,-5,Evolverak,1657,+5
yJenKbE6,2021.08.02,05:53:27,600+0,Normal,0-1,LRDuma,1623,-6,jacobaharris,1592,+7
Gt9NZppq,2021.08.02,12:55:51,600+0,Normal,0-1,jacobaharris,1599,-6,lebelfortain1,1597,+6
XmlHRiZP,2021.08.02,13:11:33,600+0,Normal,0-1,drkuz79,1516,-5,jacobaharris,1593,+5
IFHbIiWk,2021.08.02,13:24:09,600+0,Normal,1-0,jacobaharris,1598,+6,Estratega007,1622,-6
TXpGfwQA,2021.08.02,14:03:41,600+0,Time forfeit,0-1,jacobaharris,1604,-5,greandrey82,1626,+5
jZeJDpQ3,2021.08.02,14:19:38,600+0,Normal,0-1,Sachio0,1672,-12,jacobaharris,1599,+7
zTWMTury,2021.08.02,14:26:09,600+0,Normal,0-1,FK_Gorilla,1587,-6,jacobaharris,1606,+6
CO2a9h7o,2021.08.02,14:33:56,600+0,Normal,0-1,Ivan-6rovkin,1641,-6,jacobaharris,1612,+7
TJAIdywP,2021.08.02,14:48:50,600+0,Normal,1/2-1/2,jacobaharris,1619,+0,witag,1623,+0
69nocVDH,2021.08.02,15:03:13,600+0,Normal,1-0,elamigoperu,1641,+6,jacobaharris,1619,-6
LG53H1GI,2021.08.02,15:17:16,600+0,Normal,1-0,jacobaharris,1613,+6,ALLIN96s,1614,-6
fVxeOONi,2021.08.02,15:20:35,600+0,Time forfeit,0-1,jacobaharris,1619,-5,abhijitgore,1613,+6
YRnhYgEW,2021.08.02,15:38:13,600+0,Time forfeit,1-0,Pankaj49,1549,+7,jacobaharris,1614,-7
1VrNtKIA,2021.08.02,15:57:37,600+0,Normal,1-0,jacobaharris,1607,+6,letstradequeen,1629,-6
Ko29vekQ,2021.08.04,04:29:55,600+0,Normal,1/2-1/2,jacobaharris,1613,+0,MCC007,1609,+1
svGIT52E,2021.08.04,04:45:12,600+0,Normal,0-1,jacobaharris,1613,-6,rawone,1572,+7
9jOyevij,2021.08.04,05:01:14,600+0,Normal,0-1,bnmrtn,1569,-5,jacobaharris,1607,+5
fs7c5vQk,2021.08.04,05:11:28,600+0,Normal,1-0,jmekus23,1560,+7,jacobaharris,1612,-6
lEnRaJ4i,2021.08.04,05:25:01,600+0,Normal,0-1,jacobaharris,1606,-6,Pranav_Acharya,1594,+6
iyVSMihf,2021.08.04,05:33:06,600+0,Normal,0-1,ChessPractice982,1628,-23,jacobaharris,1600,+6
rCbQPxdf,2021.08.05,01:14:54,600+0,Normal,1/2-1/2,Duqueroj,1477,+2,jacobaharris,1606,-2
szwuhg87,2021.08.05,01:30:48,600+0,Normal,0-1,jacobaharris,1604,-5,krantzr,1640,+6
N0W2iBZg,2021.08.05,01:41:53,600+0,Normal,1-0,ados_diff,1564,+7,jacobaharris,1599,-6
RuFlvHy0,2021.08.05,01:51:56,600+0,Normal,0-1,jacobaharris,1593,-6,DavidDeulofeu,1592,+6
XiKQSCdf,2021.08.05,02:07:46,600+0,Normal,1-0,enod32,1595,+6,jacobaharris,1587,-5
xE9DVmJ2,2021.08.05,02:16:50,600+0,Normal,0-1,jacobaharris,1582,-4,BojanSam,1500,+320
vizj5QFP,2021.08.05,02:28:26,600+0,Normal,1-0,demonio_mediador,1626,+5,jacobaharris,1578,-5
WuJIKXQv,2021.08.05,02:41:22,600+0,Time forfeit,0-1,Tomtiedom,1540,-17,jacobaharris,1573,+6
azwzOjgv,2021.08.05,02:56:22,600+0,Normal,0-1,jacobaharris,1579,-2,Murti-WNP,1930,+3
u0kw8yd2,2021.08.05,03:10:47,600+0,Normal,1-0,armourbuddy,2016,+5,jacobaharris,1577,-1
5ZBzLS4a,2021.08.05,03:22:48,600+0,Normal,1-0,jacobaharris,1576,+3,Adhiraj2082009,1353,-3
QdWfDlDh,2021.08.05,03:28:32,600+0,Normal,1-0,miguelcrack,1340,+100,jacobaharris,1579,-8
7QfzrZrv,2021.08.05,03:32:57,600+0,Normal,0-1,jacobaharris,1571,-1,Favorite777,2004,+1
uvWsB1Ar,2021.08.05,03:45:40,600+0,Normal,1-0,jacobaharris,1570,+11,Anastaicha,1889,-12
lQBSrcnm,2021.08.05,16:37:08,600+0,Normal,1-0,jacobaharris,1581,+6,kjedri,1598,-5
lM6YEYMY,2021.08.05,16:43:50,600+0,Normal,0-1,jacobaharris,1587,-5,oskar_07,1627,+5
HcYquY5q,2021.08.05,16:54:21,600+0,Normal,0-1,phijean,1578,-7,jacobaharris,1582,+6
FgR3TYaO,2021.08.05,17:00:51,600+0,Normal,0-1,jacobaharris,1588,-6,TDantas,1577,+8
LgdK1p1q,2021.08.05,17:17:47,600+0,Normal,1/2-1/2,Kaypee_26,1703,-3,jacobaharris,1582,+2
PuI2G1Iv,2021.08.06,02:11:59,600+0,Normal,1/2-1/2,Catelife99,1593,+0,jacobaharris,1584,+0
iw5UG1Q7,2021.08.06,02:24:19,600+0,Normal,1/2-1/2,jacobaharris,1584,+0,ContagiousNoob,1584,+0
PZ0af3HP,2021.08.06,02:36:56,600+0,Normal,0-1,Winner35_67,1225,-3,jacobaharris,1584,+2
fn10EKu9,2021.08.06,02:38:44,600+0,Normal,0-1,jacobaharris,1586,-3,samyakj,1827,+4
439MluO3,2021.08.06,02:47:09,600+0,Normal,0-1,tam142,1337,-2,jacobaharris,1583,+3
Dl18A15S,2021.08.06,02:56:55,600+0,Normal,1-0,jacobaharris,1586,+7,dasher02,1642,-7
4rWId54V,2021.08.06,03:08:16,600+0,Normal,0-1,jacobaharris,1593,-1,Petit_Maitre,2005,+1
1I00pdoW,2021.08.06,03:14:52,600+0,Normal,1-0,novarino92,2056,+1,jacobaharris,1592,-1
hCvyiHC7,2021.08.06,03:28:36,600+0,Normal,1-0,jacobaharris,1591,+3,msknp,1370,-3
YIVMPBJb,2021.08.06,03:33:13,600+0,Normal,1-0,KhaledReda600,1886,+2,jacobaharris,1594,-2
SgWE2w1t,2021.08.06,03:43:36,600+0,Normal,1-0,jacobaharris,1592,+8,flaviorr,1702,-7
IGQbIUHL,2021.08.10,02:04:08,600+0,Time forfeit,1-0,ronaldo7coolguys,1638,+5,jacobaharris,1600,-6
fU7BWfFs,2021.08.10,02:19:34,600+0,Normal,0-1,jacobaharris,1594,-6,tncndd,1591,+9
BQgM3FJE,2021.08.10,02:26:56,600+0,Time forfeit,1-0,Dezet,1588,+6,jacobaharris,1588,-6
qlND1xoU,2021.08.10,02:43:01,600+0,Time forfeit,0-1,jacobaharris,1582,-3,bryanchiuCCK,1680,+123
xJAeoLZa,2021.08.10,03:02:35,600+0,Normal,1-0,jacobaharris,1579,+7,lucasalamo,1610,-7
lCFeMXGG,2021.08.10,03:08:55,600+0,Normal,0-1,Frozebone,1574,-191,jacobaharris,1586,+3
dBsCcCit,2021.08.11,02:31:14,600+0,Normal,1-0,Mcagrisennn,1531,+7,jacobaharris,1589,-7
FaacSp7u,2021.08.11,02:39:33,600+0,Time forfeit,0-1,jacobaharris,1582,-3,alfilamarillo,1745,+3
tbHVGFER,2021.08.11,02:57:20,600+0,Normal,0-1,jaureguinoi,1590,-6,jacobaharris,1579,+7
SRRCdsJa,2021.08.11,03:05:11,600+0,Normal,1-0,jacobaharris,1586,+4,Neuro_Knight,1497,-4
FzPEMgvp,2021.08.11,03:19:48,600+0,Normal,1-0,JamesTB1995,1598,+7,jacobaharris,1590,-5
5MDLm6bM,2021.08.11,03:34:50,600+0,Normal,1-0,jacobaharris,1585,+6,dasher02,1605,-6
8NhgZg0E,2021.08.11,03:40:43,600+0,Normal,1-0,KAThenuli,1539,+7,jacobaharris,1591,-7
HUJnrgHc,2021.08.13,02:25:09,600+0,Normal,1-0,jacobaharris,1584,+8,Mabe4,1674,-7
fdFaAs2u,2021.08.13,02:30:49,600+0,Normal,1-0,LumpyDump,1539,+33,jacobaharris,1592,-6
cGtkdWGK,2021.08.13,02:39:04,600+0,Time forfeit,0-1,jacobaharris,1586,-6,NBIHoangTien2015,1557,+7
t43C6uPw,2021.08.13,02:58:02,600+0,Normal,0-1,PawnedUpKicks,1593,-6,jacobaharris,1580,+6
WBn2tvKJ,2021.08.13,03:15:56,600+0,Normal,1-0,nmanich,1548,+7,jacobaharris,1586,-6
ytFraVlb,2021.08.13,03:22:01,600+0,Normal,1-0,jacobaharris,1580,+5,PrathChess1702,1535,-5
UgeAuwdT,2021.08.13,03:30:52,600+0,Normal,0-1,Volcker,1512,-5,jacobaharris,1585,+5
Um26nB4x,2021.08.13,03:33:06,600+0,Normal,0-1,jacobaharris,1590,-6,FranZan77,1568,+7
VWPjIH8z,2021.08.13,03:46:19,600+0,Normal,0-1,nightmares1,1500,-187,jacobaharris,1584,+3
wm1a0QCM,2021.08.13,19:59:46,600+0,Normal,0-1,jacobaharris,1587,-6,Dguk,1575,+6
ZIvUv5jc,2021.08.13,20:06:19,600+0,Normal,1-0,jacobaharris,1581,+6,Samtheo7,1583,-5
5pVFiga2,2021.08.13,20:12:27,600+0,Time forfeit,1-0,JuanMiguelSilva,1598,+6,jacobaharris,1587,-6
yi8edquG,2021.08.13,20:27:57,600+0,Time forfeit,1-0,SalahElDeenWaleed,1563,+8,jacobaharris,1581,-6
eqLvMmsh,2021.08.13,20:47:51,600+0,Normal,1-0,AnneMette24,1612,+6,jacobaharris,1575,-5
Xv5gpbN2,2021.08.13,20:53:12,600+0,Time forfeit,1-0,jacobaharris,1570,+6,Jay002,1522,-5
X2HQ3g1T,2021.08.13,23:31:07,600+0,Normal,1-0,jacobaharris,1576,+6,DiegoDelgado87,1590,-6
U2RgxxBw,2021.08.14,01:23:46,600+0,Normal,1-0,TheTazmanian,1619,+5,jacobaharris,1582,-5
LtigRzUz,2021.08.14,01:38:22,600+0,Normal,1/2-1/2,jacobaharris,1577,+0,guiduchero,1569,+1
oy2JPSsh,2021.08.14,01:55:49,600+0,Normal,0-1,dimas174,1568,-5,jacobaharris,1577,+6
QqKl5DKK,2021.08.14,04:29:51,600+0,Normal,1-0,Pyros1133,1630,+5,jacobaharris,1583,-5
Km01N0lT,2021.08.14,04:42:37,600+0,Normal,0-1,jacobaharris,1578,-6,Walfran,1559,+6
igzWrZzi,2021.08.14,04:55:20,600+0,Time forfeit,1-0,klinkertegel,1512,+7,jacobaharris,1572,-7
ZKmqkZye,2021.08.14,23:58:44,600+0,Normal,1-0,jacobaharris,1565,+6,Preusse,1561,-6
PQ5CcHcQ,2021.08.15,01:35:36,600+0,Normal,1-0,Marcos_Paula000,1567,+6,jacobaharris,1571,-6
kvlqCfUt,2021.08.15,01:44:36,600+0,Time forfeit,0-1,jacobaharris,1565,-5,manueltibo,1569,+9
lk381BKB,2021.08.15,02:05:37,600+0,Normal,0-1,jlbalbas,1567,-6,jacobaharris,1560,+6
OexUmv7W,2021.08.15,02:40:18,600+0,Normal,0-1,jacobaharris,1566,-6,khalishriefqiey,1542,+6
kx22q7lA,2021.08.15,02:48:26,600+0,Normal,1/2-1/2,jacobaharris,1560,+0,Bababigtoe,1566,+0
0khHq8UU,2021.08.16,03:08:03,600+0,Normal,1-0,jacobaharris,1560,+6,Edwin-Garrido-2020,1562,-6
r80YqebI,2021.08.16,03:14:02,600+0,Time forfeit,0-1,Macohe03,1592,-6,jacobaharris,1566,+7
e1rokJnQ,2021.08.16,03:36:19,600+0,Normal,1-0,K-M-R,1525,+7,jacobaharris,1573,-7
Q4azGJax,2021.08.16,03:51:46,600+0,Normal,1-0,WOOTINGWOLF1631,1559,+6,jacobaharris,1566,-5
UK5YjjNM,2021.08.16,04:10:05,600+0,Normal,0-1,jacobaharris,1561,-6,postie8876,1585,+19
cwHfwVd4,2021.08.16,04:26:34,600+0,Normal,1-0,jacobaharris,1555,+7,Osho143,1566,-6
fVzVQLp4,2021.08.17,01:25:26,600+0,Normal,0-1,bren_hen2001,1558,-5,jacobaharris,1562,+6
29Ebv12B,2021.08.17,02:40:27,600+0,Normal,0-1,jacobaharris,1568,-6,SaurabhShinde11,1559,+9
jlFKGN1g,2021.08.17,02:56:05,600+0,Normal,1-0,Ayydrian,1665,+17,jacobaharris,1562,-4
cbaWdd9y,2021.08.17,03:07:31,600+0,Normal,1-0,troduk,1544,+6,jacobaharris,1558,-6
217P7eGI,2021.08.17,03:20:09,600+0,Normal,1-0,jacobaharris,1552,+7,aashishvivaniya,1577,-6
eJWUrSYJ,2021.08.21,03:04:49,600+0,Normal,0-1,ismail68emre,1575,-6,jacobaharris,1559,+7
c8xtmfoX,2021.08.21,18:02:39,600+0,Normal,1-0,jacobaharris,1566,+6,ex_don,1541,-5
Ny2oPOif,2021.08.21,18:17:36,600+0,Normal,0-1,Hosain1329,1543,-5,jacobaharris,1572,+6
Mf1lewaQ,2021.08.21,18:27:57,600+0,Normal,1-0,jacobaharris,1578,+6,Gralle,1558,-5
x4xfqsXK,2021.08.21,18:43:53,600+0,Normal,1-0,DionCoca,1585,+6,jacobaharris,1584,-6
WTUQCuv5,2021.08.21,18:53:15,600+0,Time forfeit,1/2-1/2,NikolayII,1530,+1,jacobaharris,1578,-1
v75kHf83,2021.08.21,19:21:16,600+0,Normal,1-0,jacobaharris,1577,+6,Janyne_Bulcao,1575,-6
xDRGX37w,2021.08.21,21:32:07,600+0,Normal,1-0,jacobaharris,1583,+7,kndrn00,1615,-6
W42PBHSq,2021.08.21,22:13:19,600+0,Normal,0-1,Roman_Shevchenko,1549,-5,jacobaharris,1590,+5
DaC59ZI7,2021.08.23,02:20:24,600+0,Normal,0-1,guicon,1569,-5,jacobaharris,1595,+6
NXAVKqRZ,2021.08.23,02:36:29,600+0,Normal,0-1,jacobaharris,1601,-5,Judunha,1644,+6
CfCgaq5B,2021.08.23,02:48:55,600+0,Normal,1-0,jacobaharris,1596,+6,rushilvijchess8,1598,-23
DlHOZz6u,2021.08.23,03:03:47,600+0,Normal,0-1,habanerito1999,1609,-6,jacobaharris,1602,+6
jei52Dxf,2021.08.23,03:12:09,600+0,Normal,0-1,jacobaharris,1608,-5,korosh7777,1610,+7
HTuaKZEw,2021.08.23,03:24:26,600+0,Normal,1-0,Leinad77,1608,+7,jacobaharris,1603,-6
67MPDDri,2021.08.23,03:39:01,600+0,Normal,1-0,NerVozzZ,1616,+6,jacobaharris,1597,-5
jS5gG6Zu,2021.08.23,03:49:45,600+0,Normal,1-0,jacobaharris,1592,+7,Makein,1691,-7
qRDeJmM7,2021.08.25,04:29:17,600+0,Normal,1-0,jacobaharris,1599,+7,natebassfish,1589,-6
QtxylXfj,2021.08.25,15:25:50,600+0,Normal,0-1,CHECHEPIRATE,1729,-8,jacobaharris,1606,+8
hDeNyBSw,2021.08.25,15:31:37,600+0,Normal,0-1,AndryNN,1604,-5,jacobaharris,1614,+6
WeIs48DE,2021.08.25,15:43:11,600+0,Normal,1-0,jacobaharris,1620,+7,stanford13,1639,-6
0vRYa3mT,2021.08.25,15:54:26,600+0,Time forfeit,1-0,pradyummitta,1591,+7,jacobaharris,1627,-7
8oiey3a4,2021.08.25,16:14:51,600+0,Normal,1-0,jacobaharris,1620,+6,rasoul-rezaeei,1596,-6
yALjMIwP,2021.08.25,16:26:54,600+0,Normal,1-0,The-NoobGUY,1613,+17,jacobaharris,1626,-6
xkg5E4Nh,2021.08.25,16:44:36,600+0,Normal,1-0,jacobaharris,1620,+6,acerdywo,1627,-6
2T1tp3iX,2021.08.25,16:52:20,600+0,Normal,1-0,kiranstays,1581,+7,jacobaharris,1626,-6
hWayIyCX,2021.08.25,17:05:05,600+0,Normal,1-0,jacobaharris,1620,+6,censori,1624,-6
tvWEjAwn,2021.08.25,17:09:21,600+0,Normal,1-0,makao1982,1628,+6,jacobaharris,1626,-5
xOzrjfdL,2021.08.25,17:18:05,600+0,Normal,0-1,jacobaharris,1621,-7,SUNILD,1579,+7
MWey3DfN,2021.08.26,18:46:09,600+0,Normal,1-0,FelixM1705,1593,+9,jacobaharris,1614,-6
mE7k1Cdi,2021.08.26,18:55:29,600+0,Normal,0-1,jacobaharris,1608,-6,frankjerez,1591,+6
iArOv6Zp,2021.08.26,19:04:03,600+0,Normal,1-0,jacobaharris,1602,+7,nguyenvo32,1654,-6
aHlGTZHp,2021.08.27,22:55:55,600+0,Time forfeit,1-0,GuigaB,1610,+7,jacobaharris,1609,-6
eozPuA2R,2021.08.27,23:16:40,600+0,Normal,1/2-1/2,jacobaharris,1603,+0,flohirschmann,1595,+1
L9TyWOJY,2021.08.27,23:24:51,600+0,Normal,0-1,Pedr1nCosta,1601,-5,jacobaharris,1603,+6
5BWVPdfY,2021.08.27,23:29:31,600+0,Normal,1-0,jacobaharris,1609,+6,florianochess,1604,-13
nLvIpYjJ,2021.08.27,23:39:38,600+0,Normal,0-1,ValeofTears,1567,-43,jacobaharris,1615,+5
QsbV6jVa,2021.08.28,05:29:21,600+0,Normal,0-1,virgo40,1611,-5,jacobaharris,1620,+6
gr1HIO0M,2021.08.28,05:41:50,600+0,Normal,0-1,jacobaharris,1626,-6,polytechnicgrad,1605,+7
8fHzPqDB,2021.08.28,05:56:31,600+0,Normal,1-0,Gennassi,1621,+6,jacobaharris,1620,-6
9tHlemCP,2021.08.28,05:59:48,600+0,Normal,0-1,jacobaharris,1614,-6,Vyom999,1604,+7
uPnClQc0,2021.08.28,06:13:14,600+0,Normal,0-1,jacobaharris,1608,-6,fosa,1577,+6
44enNzbL,2021.08.28,06:23:10,600+0,Normal,0-1,alwayslowelo,1576,-5,jacobaharris,1602,+6
zxvVYtRt,2021.08.28,18:28:28,600+0,Normal,0-1,jacobaharris,1608,-5,vivekchaubey,1651,+9
kbqGl8LN,2021.08.28,18:43:37,600+0,Normal,0-1,arigiddesignator,1572,-5,jacobaharris,1603,+5
Bb1cXRxu,2021.08.28,18:50:07,600+0,Normal,1-0,Kletse,1605,+6,jacobaharris,1608,-5
0m6cvDgx,2021.08.29,21:32:14,600+0,Normal,0-1,Ckedo,1606,-10,jacobaharris,1603,+6
